PC_CODE,PC_DESCRIPTION,UNIT,CTY_CODE,CTY_DESC,Qty,VAL(USD Million)
99,OTHER COMMODITIES,NA,3249,MALI,NA,0.287403
99,OTHER COMMODITIES,NA,3267,MOZAMBIQUE,NA,6.428245
99,OTHER COMMODITIES,NA,3269,NAMIBIA,NA,0.338099
99,OTHER COMMODITIES,NA,3291,NIGERIA,NA,25.85481
99,OTHER COMMODITIES,NA,3339,REUNION,NA,0.183981
99,OTHER COMMODITIES,NA,3349,SAO TOME,NA,0.003334
99,OTHER COMMODITIES,NA,3355,SEYCHELLES,NA,0.479127
99,OTHER COMMODITIES,NA,3357,SIERRA LEONE,NA,0.173877
99,OTHER COMMODITIES,NA,3363,SOMALIA,NA,0.136208
99,OTHER COMMODITIES,NA,3371,ST HELENA,NA,0.001412
99,OTHER COMMODITIES,NA,3385,SWAZILAND,NA,0.097292
99,OTHER COMMODITIES,NA,3461,ZAMBIA,NA,9.677725
99,OTHER COMMODITIES,NA,4005,ALGERIA,NA,6.064376
99,OTHER COMMODITIES,NA,4111,EGYPT A RP,NA,11.58499
99,OTHER COMMODITIES,NA,4231,LIBYA,NA,0.791546
99,OTHER COMMODITIES,NA,4265,MOROCCO,NA,2.447902
99,OTHER COMMODITIES,NA,4365,SOUTH AFRICA,NA,42.915719
99,OTHER COMMODITIES,NA,4381,SUDAN,NA,5.220935
99,OTHER COMMODITIES,NA,4407,TUNISIA,NA,2.582924
99,OTHER COMMODITIES,NA,4463,ZIMBABWE,NA,1.442721
99,OTHER COMMODITIES,NA,5059,CANADA,NA,13.738763
99,OTHER COMMODITIES,NA,5423,U S A,NA,422.466925
99,OTHER COMMODITIES,NA,6015,ARGENTINA,NA,2.608346
99,OTHER COMMODITIES,NA,6039,BOLIVIA,NA,0.162109
99,OTHER COMMODITIES,NA,6043,BRAZIL,NA,17.831487
99,OTHER COMMODITIES,NA,6073,CHILE,NA,2.862085
99,OTHER COMMODITIES,NA,6083,COLOMBIA,NA,1.413973
99,OTHER COMMODITIES,NA,6109,ECUADOR,NA,0.314112
99,OTHER COMMODITIES,NA,6317,PARAGUAY,NA,0.041355
99,OTHER COMMODITIES,NA,6319,PERU,NA,2.455893
99,OTHER COMMODITIES,NA,6427,URUGUAY,NA,0.353811
99,OTHER COMMODITIES,NA,6433,VENEZUELA,NA,0.144113
99,OTHER COMMODITIES,NA,7012,ANGUILLA,NA,0
99,OTHER COMMODITIES,NA,7013,ANTIGUA,NA,0.005205
99,OTHER COMMODITIES,NA,7020,ARUBA,NA,0.050526
99,OTHER COMMODITIES,NA,7023,BAHAMAS,NA,0.027594
99,OTHER COMMODITIES,NA,7029,BARBADOS,NA,0.042775
99,OTHER COMMODITIES,NA,7031,BELIZE,NA,0.04776
99,OTHER COMMODITIES,NA,7105,DOMINICA,NA,0.002141
99,OTHER COMMODITIES,NA,7159,GRENADA,NA,0.008581
99,OTHER COMMODITIES,NA,7171,GUYANA,NA,0.077646
99,OTHER COMMODITIES,NA,7203,JAMAICA,NA,0.409961
99,OTHER COMMODITIES,NA,7373,ST KITT N A,NA,0.068197
99,OTHER COMMODITIES,NA,7375,ST LUCIA,NA,0.010207
99,OTHER COMMODITIES,NA,7379,ST VINCENT,NA,0.00033
99,OTHER COMMODITIES,NA,7405,TRINIDAD,NA,0.501924
99,OTHER COMMODITIES,NA,8091,COSTA RICA,NA,0.348678
99,OTHER COMMODITIES,NA,8113,EL SALVADOR,NA,0.343978
99,OTHER COMMODITIES,NA,8165,GUATEMALA,NA,0.571549
99,OTHER COMMODITIES,NA,8177,HONDURAS,NA,0.836463
99,OTHER COMMODITIES,NA,8287,NICARAGUA,NA,0.400314
99,OTHER COMMODITIES,NA,9037,BERMUDA,NA,0.003191
99,OTHER COMMODITIES,NA,9045,BR VIRGN IS,NA,0.00475
99,OTHER COMMODITIES,NA,9065,CAYMAN IS,NA,0.022489
99,OTHER COMMODITIES,NA,9093,CUBA,NA,0.018264
99,OTHER COMMODITIES,NA,9103,DOMINIC REP,NA,0.259306
99,OTHER COMMODITIES,NA,9161,GUADELOUPE,NA,0.038275
99,OTHER COMMODITIES,NA,9175,HAITI,NA,3.02047
99,OTHER COMMODITIES,NA,9253,MARTINIQUE,NA,0.001827
99,OTHER COMMODITIES,NA,9259,MEXICO,NA,16.406231
99,OTHER COMMODITIES,NA,9277,NETHERLANDANTIL,NA,0.176043
99,OTHER COMMODITIES,NA,9311,PANAMA REPUBLIC,NA,0.755994
99,OTHER COMMODITIES,NA,9331,PUERTO RICO,NA,0.065281
99,OTHER COMMODITIES,NA,9383,SURINAME,NA,0.244518
99,OTHER COMMODITIES,NA,9439,VIRGIN IS US,NA,0.039317
99,OTHER COMMODITIES,NA,10001,AFGHANISTAN,NA,0.618437
99,OTHER COMMODITIES,NA,10017,AUSTRALIA,NA,27.364261
99,OTHER COMMODITIES,NA,10027,BANGLADESH PR,NA,304.410854
99,OTHER COMMODITIES,NA,10038,BHUTAN,NA,26.62235
99,OTHER COMMODITIES,NA,10047,BRUNEI,NA,0.264592
99,OTHER COMMODITIES,NA,10056,CAMBODIA,NA,0.31498
99,OTHER COMMODITIES,NA,10077,CHINA P RP,NA,153.022506
99,OTHER COMMODITIES,NA,10089,COOK IS,NA,0.000321
99,OTHER COMMODITIES,NA,10127,FIJI IS,NA,0.335104
99,OTHER COMMODITIES,NA,10179,HONG KONG,NA,45.140264
99,OTHER COMMODITIES,NA,10187,INDONESIA,NA,33.967985
99,OTHER COMMODITIES,NA,10189,IRAN,NA,21.088438
99,OTHER COMMODITIES,NA,10205,JAPAN,NA,209.362768
99,OTHER COMMODITIES,NA,10214,KIRIBATI REP,NA,0.022955
99,OTHER COMMODITIES,NA,10217,KOREA RP,NA,60.255949
99,OTHER COMMODITIES,NA,10223,LAO PD RP,NA,6.555465
99,OTHER COMMODITIES,NA,10245,MALAYSIA,NA,39.825939
99,OTHER COMMODITIES,NA,10252,MARSHALL ISLAND,NA,0.000331
99,OTHER COMMODITIES,NA,10256,MICRONESIA,NA,0.026077
99,OTHER COMMODITIES,NA,10258,MYANMAR,NA,7.504351
99,OTHER COMMODITIES,NA,10261,MONGOLIA,NA,0.110505
99,OTHER COMMODITIES,NA,10273,NEPAL,NA,160.568547
99,OTHER COMMODITIES,NA,10285,NEW ZEALAND,NA,6.458055
99,OTHER COMMODITIES,NA,10309,PAKISTAN IR,NA,39.99295
99,OTHER COMMODITIES,NA,10315,PAPUA N GNA,NA,0.713186
99,OTHER COMMODITIES,NA,10323,PHILIPPINES,NA,7.617702
99,OTHER COMMODITIES,NA,10359,SINGAPORE,NA,68.953354
99,OTHER COMMODITIES,NA,10361,SOLOMON IS,NA,0.045643
99,OTHER COMMODITIES,NA,10369,SRI LANKA DSR,NA,49.280755
99,OTHER COMMODITIES,NA,10397,THAILAND,NA,74.152255
99,OTHER COMMODITIES,NA,10403,TONGA,NA,0.000597
99,OTHER COMMODITIES,NA,10437,VIETNAM SOC REP,NA,99.920943
99,OTHER COMMODITIES,NA,10447,SAMOA,NA,0.02513
99,OTHER COMMODITIES,NA,11025,BAHARAIN IS,NA,1.673779
99,OTHER COMMODITIES,NA,11191,IRAQ,NA,1.023853
99,OTHER COMMODITIES,NA,11207,JORDAN,NA,1.969703
99,OTHER COMMODITIES,NA,11219,KUWAIT,NA,4.017759
99,OTHER COMMODITIES,NA,11225,LEBANON,NA,1.425625
99,OTHER COMMODITIES,NA,11301,OMAN,NA,4.353782
99,OTHER COMMODITIES,NA,11335,QATAR,NA,6.742721
99,OTHER COMMODITIES,NA,11351,SAUDI ARAB,NA,34.2835
99,OTHER COMMODITIES,NA,11391,SYRIA,NA,2.163173
99,OTHER COMMODITIES,NA,11419,U ARAB EMTS,NA,399.152321
99,OTHER COMMODITIES,NA,11453,YEMEN REPUBLC,NA,3.288625
99,OTHER COMMODITIES,NA,12075,TAIWAN,NA,26.074436
99,OTHER COMMODITIES,NA,12133,FR POLYNESIA,NA,0.002102
99,OTHER COMMODITIES,NA,12163,GUAM,NA,0.000355
99,OTHER COMMODITIES,NA,12195,ISRAEL,NA,7.532994
99,OTHER COMMODITIES,NA,12215,KOREA DP RP,NA,1.075864
99,OTHER COMMODITIES,NA,12239,MACAO,NA,0.039596
99,OTHER COMMODITIES,NA,12247,MALDIVES,NA,2.443461
99,OTHER COMMODITIES,NA,12281,NEW CALEDONIA,NA,1.177361
99,OTHER COMMODITIES,NA,12329,EAST TIMOR,NA,0.142072
99,OTHER COMMODITIES,NA,12401,TOKELAU IS,NA,0.000276
99,OTHER COMMODITIES,NA,12431,VANUATU REP,NA,0.014284
99,OTHER COMMODITIES,NA,13019,AUSTRIA,NA,1.978858
99,OTHER COMMODITIES,NA,13033,BELGIUM,NA,29.451167
99,OTHER COMMODITIES,NA,13101,DENMARK,NA,5.196134
99,OTHER COMMODITIES,NA,13125,FINLAND,NA,4.170251
99,OTHER COMMODITIES,NA,13129,FRANCE,NA,58.541528
99,OTHER COMMODITIES,NA,13147,GERMANY,NA,76.143668
99,OTHER COMMODITIES,NA,13155,GREECE,NA,1.928275
99,OTHER COMMODITIES,NA,13193,IRELAND,NA,5.465841
99,OTHER COMMODITIES,NA,13197,ITALY,NA,25.08386
99,OTHER COMMODITIES,NA,13235,LUXEMBOURG,NA,0.248764
99,OTHER COMMODITIES,NA,13262,MONACO,NA,0.016044
99,OTHER COMMODITIES,NA,13275,NETHERLAND,NA,29.495327
99,OTHER COMMODITIES,NA,13327,PORTUGAL,NA,2.92188
99,OTHER COMMODITIES,NA,13367,SPAIN,NA,34.930559
99,OTHER COMMODITIES,NA,13387,SWEDEN,NA,8.478678
99,OTHER COMMODITIES,NA,13421,U K,NA,131.974027
99,OTHER COMMODITIES,NA,14185,ICELAND,NA,0.008674
99,OTHER COMMODITIES,NA,14297,NORWAY,NA,2.237161
99,OTHER COMMODITIES,NA,14389,SWITZERLAND,NA,9.589125
99,OTHER COMMODITIES,NA,15003,ALBANIA,NA,0.304049
99,OTHER COMMODITIES,NA,15016,ARMENIA,NA,0.107081
99,OTHER COMMODITIES,NA,15021,AZERBAIJAN,NA,0.38002
99,OTHER COMMODITIES,NA,15040,BOSNIA-HRZGOVIN,NA,0.054445
99,OTHER COMMODITIES,NA,15049,BULGARIA,NA,1.2346
99,OTHER COMMODITIES,NA,15055,BELARUS,NA,0.083455
99,OTHER COMMODITIES,NA,15092,CROATIA,NA,0.381039
99,OTHER COMMODITIES,NA,15098,CZECH REPUBLIC,NA,1.409124
99,OTHER COMMODITIES,NA,15114,ESTONIA,NA,0.354992
99,OTHER COMMODITIES,NA,15145,GEORGIA,NA,0.644354
99,OTHER COMMODITIES,NA,15181,HUNGARY,NA,1.011887
99,OTHER COMMODITIES,NA,15212,KAZAKHSTAN,NA,0.614147
99,OTHER COMMODITIES,NA,15216,KYRGHYZSTAN,NA,0.077145
99,OTHER COMMODITIES,NA,15224,LATVIA,NA,0.579256
99,OTHER COMMODITIES,NA,15234,LITHUANIA,NA,1.315145
99,OTHER COMMODITIES,NA,15240,MACEDONIA,NA,0.015753
99,OTHER COMMODITIES,NA,15260,MOLDOVA,NA,0.030485
99,OTHER COMMODITIES,NA,15325,POLAND,NA,9.185976
99,OTHER COMMODITIES,NA,15343,ROMANIA,NA,0.93189
99,OTHER COMMODITIES,NA,15344,RUSSIA,NA,10.039867
99,OTHER COMMODITIES,NA,15352,SERBIA,NA,0.154657
99,OTHER COMMODITIES,NA,15354,SERBIA MONTNGRO,NA,0.019587
99,OTHER COMMODITIES,NA,15356,MONTENEGRO,NA,0.000331
99,OTHER COMMODITIES,NA,15358,SLOVAK REP,NA,0.231442
99,OTHER COMMODITIES,NA,15360,SLOVENIA,NA,0.451651
99,OTHER COMMODITIES,NA,15393,TAJIKISTAN,NA,0.036303
99,OTHER COMMODITIES,NA,15410,TURKMENISTAN,NA,0.662038
99,OTHER COMMODITIES,NA,15422,UKRAINE,NA,0.816279
99,OTHER COMMODITIES,NA,15430,UZBEKISTAN,NA,0.151992
99,OTHER COMMODITIES,NA,16095,CYPRUS,NA,0.193859
99,OTHER COMMODITIES,NA,16151,GIBRALTAR,NA,0.001481
99,OTHER COMMODITIES,NA,16251,MALTA,NA,0.421818
99,OTHER COMMODITIES,NA,16409,TURKEY,NA,11.702913
A1,TEA,KGS,599,UNSPECIFIED,25500,0.080498
A1,TEA,KGS,1213,KENYA,2277547,4.276366
A1,TEA,KGS,1395,TANZANIA REP,1075,0.004961
A1,TEA,KGS,1417,UGANDA,2826,0.064978
A1,TEA,KGS,2035,BENIN,146309,0.928308
A1,TEA,KGS,2050,BURKINA FASO,19773,0.168694
A1,TEA,KGS,2057,CAMEROON,671,0.003121
A1,TEA,KGS,2087,CONGO P REP,67725,0.155767
A1,TEA,KGS,2141,GABON,25570,0.084173
A1,TEA,KGS,2199,COTE D' IVOIRE,126471,0.881743
A1,TEA,KGS,2257,MAURITIUS,30936,0.3819
A1,TEA,KGS,2289,NIGER,23445,0.099108
A1,TEA,KGS,2353,SENEGAL,172421,0.884914
A1,TEA,KGS,2399,TOGO,199487,0.967152
A1,TEA,KGS,2459,CONGO D. REP.,102551,0.153834
A1,TEA,KGS,3011,ANGOLA,100,0.001036
A1,TEA,KGS,3041,BOTSWANA,550,0.002867
A1,TEA,KGS,3116,ERITREA,15050,0.018333
A1,TEA,KGS,3143,GAMBIA,3891,0.007661
A1,TEA,KGS,3149,GHANA,227806,1.252917
A1,TEA,KGS,3167,GUINEA,37215,0.113971
A1,TEA,KGS,3229,LIBERIA,337,0.001904
A1,TEA,KGS,3243,MALAWI,555,0.001231
A1,TEA,KGS,3249,MALI,19444,0.069506
A1,TEA,KGS,3267,MOZAMBIQUE,1814,0.01392
A1,TEA,KGS,3291,NIGERIA,236830,1.074481
A1,TEA,KGS,3339,REUNION,3792,0.013117
A1,TEA,KGS,3355,SEYCHELLES,5127,0.02689
A1,TEA,KGS,3357,SIERRA LEONE,4505,0.078819
A1,TEA,KGS,3363,SOMALIA,25,0.001083
A1,TEA,KGS,3461,ZAMBIA,7379,0.027455
A1,TEA,KGS,4005,ALGERIA,184320,0.345907
A1,TEA,KGS,4111,EGYPT A RP,7210315,12.731668
A1,TEA,KGS,4231,LIBYA,167270,0.45999
A1,TEA,KGS,4265,MOROCCO,25310,0.11325
A1,TEA,KGS,4365,SOUTH AFRICA,58598,0.350412
A1,TEA,KGS,4407,TUNISIA,4058600,5.124983
A1,TEA,KGS,4463,ZIMBABWE,5,0.000035
A1,TEA,KGS,5059,CANADA,1713799,7.129074
A1,TEA,KGS,5423,U S A,16793106,67.8078
A1,TEA,KGS,6015,ARGENTINA,1380,0.015235
A1,TEA,KGS,6043,BRAZIL,864,0.010114
A1,TEA,KGS,6073,CHILE,41979,0.176503
A1,TEA,KGS,6083,COLOMBIA,10000,0.016312
A1,TEA,KGS,6109,ECUADOR,131,0.002879
A1,TEA,KGS,6317,PARAGUAY,1471,0.004728
A1,TEA,KGS,6433,VENEZUELA,23,0.000026
A1,TEA,KGS,7405,TRINIDAD,1535,0.011155
A1,TEA,KGS,9065,CAYMAN IS,264,0.003707
A1,TEA,KGS,9093,CUBA,80,0.00042
A1,TEA,KGS,9259,MEXICO,1000,0.010507
A1,TEA,KGS,9277,NETHERLANDANTIL,4382,0.022223
A1,TEA,KGS,9311,PANAMA REPUBLIC,2620,0.00757
A1,TEA,KGS,9383,SURINAME,45379,0.168492
A1,TEA,KGS,9439,VIRGIN IS US,30,0.000788
A1,TEA,KGS,10001,AFGHANISTAN,2245965,3.803317
A1,TEA,KGS,10017,AUSTRALIA,3198644,18.592306
A1,TEA,KGS,10027,BANGLADESH PR,4903345,5.965856
A1,TEA,KGS,10038,BHUTAN,6660,0.042519
A1,TEA,KGS,10056,CAMBODIA,426,0.001792
A1,TEA,KGS,10077,CHINA P RP,3529774,11.642142
A1,TEA,KGS,10127,FIJI IS,3523,0.028818
A1,TEA,KGS,10179,HONG KONG,336235,1.798007
A1,TEA,KGS,10187,INDONESIA,866175,1.329292
A1,TEA,KGS,10189,IRAN,38657170,88.1725
A1,TEA,KGS,10205,JAPAN,3325154,24.4035
A1,TEA,KGS,10217,KOREA RP,72531,0.702985
A1,TEA,KGS,10245,MALAYSIA,2456967,3.963633
A1,TEA,KGS,10261,MONGOLIA,820,0.004557
A1,TEA,KGS,10273,NEPAL,305517,0.966809
A1,TEA,KGS,10285,NEW ZEALAND,120996,0.64358
A1,TEA,KGS,10309,PAKISTAN IR,15013920,19.887553
A1,TEA,KGS,10323,PHILIPPINES,226079,1.612233
A1,TEA,KGS,10359,SINGAPORE,606266,2.531645
A1,TEA,KGS,10369,SRI LANKA DSR,2813175,6.014203
A1,TEA,KGS,10397,THAILAND,110732,0.80255
A1,TEA,KGS,10437,VIETNAM SOC REP,91510,0.581921
A1,TEA,KGS,11025,BAHARAIN IS,360271,1.427965
A1,TEA,KGS,11191,IRAQ,92777,0.197555
A1,TEA,KGS,11207,JORDAN,63157,0.113969
A1,TEA,KGS,11219,KUWAIT,795469,3.251818
A1,TEA,KGS,11225,LEBANON,8700,0.095829
A1,TEA,KGS,11301,OMAN,413126,1.698172
A1,TEA,KGS,11335,QATAR,566590,2.406905
A1,TEA,KGS,11351,SAUDI ARAB,3355180,13.239334
A1,TEA,KGS,11391,SYRIA,103460,0.270254
A1,TEA,KGS,11419,U ARAB EMTS,13206784,44.075769
A1,TEA,KGS,11453,YEMEN REPUBLC,477000,0.74989
A1,TEA,KGS,12075,TAIWAN,1167190,2.821237
A1,TEA,KGS,12195,ISRAEL,441119,2.876722
A1,TEA,KGS,12215,KOREA DP RP,11446,0.11721
A1,TEA,KGS,12247,MALDIVES,3701,0.030235
A1,TEA,KGS,13019,AUSTRIA,5365,0.024877
A1,TEA,KGS,13033,BELGIUM,501962,1.099275
A1,TEA,KGS,13101,DENMARK,14357,0.247933
A1,TEA,KGS,13125,FINLAND,508768,2.06575
A1,TEA,KGS,13129,FRANCE,241096,1.807268
A1,TEA,KGS,13147,GERMANY,7945629,35.235075
A1,TEA,KGS,13155,GREECE,9445,0.042381
A1,TEA,KGS,13193,IRELAND,1287655,9.651324
A1,TEA,KGS,13197,ITALY,1469868,8.605946
A1,TEA,KGS,13275,NETHERLAND,3048962,17.645675
A1,TEA,KGS,13327,PORTUGAL,9024,0.025691
A1,TEA,KGS,13367,SPAIN,263307,0.468252
A1,TEA,KGS,13387,SWEDEN,428286,1.899706
A1,TEA,KGS,13421,U K,18299569,57.147176
A1,TEA,KGS,14297,NORWAY,20129,0.200745
A1,TEA,KGS,14389,SWITZERLAND,41141,0.462078
A1,TEA,KGS,15016,ARMENIA,1340,0.00692
A1,TEA,KGS,15021,AZERBAIJAN,41236,0.103133
A1,TEA,KGS,15049,BULGARIA,1000,0.003921
A1,TEA,KGS,15055,BELARUS,54539,0.089491
A1,TEA,KGS,15092,CROATIA,80,0.002068
A1,TEA,KGS,15098,CZECH REPUBLIC,12819,0.183122
A1,TEA,KGS,15114,ESTONIA,8282,0.182097
A1,TEA,KGS,15145,GEORGIA,170800,0.569853
A1,TEA,KGS,15181,HUNGARY,1116,0.003993
A1,TEA,KGS,15212,KAZAKHSTAN,17199551,54.353892
A1,TEA,KGS,15216,KYRGHYZSTAN,244440,0.824293
A1,TEA,KGS,15224,LATVIA,75100,0.175134
A1,TEA,KGS,15234,LITHUANIA,31990,0.29285
A1,TEA,KGS,15260,MOLDOVA,190,0.00099
A1,TEA,KGS,15325,POLAND,4334113,10.636789
A1,TEA,KGS,15344,RUSSIA,40865980,96.729925
A1,TEA,KGS,15352,SERBIA,100,0.000627
A1,TEA,KGS,15354,SERBIA MONTNGRO,500,0.003348
A1,TEA,KGS,15358,SLOVAK REP,87,0.00368
A1,TEA,KGS,15360,SLOVENIA,5807,0.017064
A1,TEA,KGS,15393,TAJIKISTAN,176880,0.432774
A1,TEA,KGS,15410,TURKMENISTAN,26090,0.041695
A1,TEA,KGS,15422,UKRAINE,2780443,6.7864
A1,TEA,KGS,15430,UZBEKISTAN,25920,0.067147
A1,TEA,KGS,16251,MALTA,460,0.004555
A1,TEA,KGS,16409,TURKEY,168535,0.426493
A2,COFFEE,KGS,599,UNSPECIFIED,3335800,24.964531
A2,COFFEE,KGS,1213,KENYA,76003,0.626963
A2,COFFEE,KGS,1395,TANZANIA REP,514,0.002626
A2,COFFEE,KGS,1417,UGANDA,30,0.000059
A2,COFFEE,KGS,2035,BENIN,178050,1.730244
A2,COFFEE,KGS,2050,BURKINA FASO,68539,0.626998
A2,COFFEE,KGS,2057,CAMEROON,50715,0.398962
A2,COFFEE,KGS,2067,C AFRI REP,8760,0.073436
A2,COFFEE,KGS,2087,CONGO P REP,83702,0.739739
A2,COFFEE,KGS,2199,COTE D' IVOIRE,79723,0.766609
A2,COFFEE,KGS,2255,MAURITANIA,103143,0.914914
A2,COFFEE,KGS,2257,MAURITIUS,3714,0.01862
A2,COFFEE,KGS,2289,NIGER,187164,1.676762
A2,COFFEE,KGS,2353,SENEGAL,276724,2.420804
A2,COFFEE,KGS,2399,TOGO,135347,1.31208
A2,COFFEE,KGS,2459,CONGO D. REP.,13526,0.147416
A2,COFFEE,KGS,3011,ANGOLA,9000,0.067847
A2,COFFEE,KGS,3041,BOTSWANA,50,0.000389
A2,COFFEE,KGS,3143,GAMBIA,69817,0.624564
A2,COFFEE,KGS,3149,GHANA,169127,1.654506
A2,COFFEE,KGS,3167,GUINEA,22,0.000143
A2,COFFEE,KGS,3169,GUINEA BISSAU,8040,0.07274
A2,COFFEE,KGS,3229,LIBERIA,123,0.002306
A2,COFFEE,KGS,3243,MALAWI,205,0.002271
A2,COFFEE,KGS,3249,MALI,56407,0.509729
A2,COFFEE,KGS,3291,NIGERIA,168203,1.486973
A2,COFFEE,KGS,3355,SEYCHELLES,196,0.000991
A2,COFFEE,KGS,3357,SIERRA LEONE,28968,0.258063
A2,COFFEE,KGS,4005,ALGERIA,262800,0.746799
A2,COFFEE,KGS,4111,EGYPT A RP,1708300,4.366526
A2,COFFEE,KGS,4231,LIBYA,6337712,15.985961
A2,COFFEE,KGS,4265,MOROCCO,685200,1.76985
A2,COFFEE,KGS,4365,SOUTH AFRICA,120110,0.563641
A2,COFFEE,KGS,4407,TUNISIA,13361,0.120477
A2,COFFEE,KGS,5059,CANADA,1068619,2.892066
A2,COFFEE,KGS,5423,U S A,3828184,25.035494
A2,COFFEE,KGS,7405,TRINIDAD,96,0.000604
A2,COFFEE,KGS,9259,MEXICO,350,0.013821
A2,COFFEE,KGS,10017,AUSTRALIA,5142900,16.661834
A2,COFFEE,KGS,10027,BANGLADESH PR,94072,0.617983
A2,COFFEE,KGS,10047,BRUNEI,195,0.000945
A2,COFFEE,KGS,10077,CHINA P RP,209652,1.297299
A2,COFFEE,KGS,10127,FIJI IS,55,0.000915
A2,COFFEE,KGS,10179,HONG KONG,8014,0.052534
A2,COFFEE,KGS,10187,INDONESIA,3428146,20.342585
A2,COFFEE,KGS,10189,IRAN,440122,2.368556
A2,COFFEE,KGS,10205,JAPAN,814931,5.293014
A2,COFFEE,KGS,10217,KOREA RP,5130423,15.800243
A2,COFFEE,KGS,10245,MALAYSIA,2722171,15.772537
A2,COFFEE,KGS,10258,MYANMAR,685000,3.895235
A2,COFFEE,KGS,10273,NEPAL,276968,2.351331
A2,COFFEE,KGS,10285,NEW ZEALAND,364670,1.314796
A2,COFFEE,KGS,10309,PAKISTAN IR,7190,0.072376
A2,COFFEE,KGS,10323,PHILIPPINES,5335,0.023427
A2,COFFEE,KGS,10359,SINGAPORE,930715,6.181949
A2,COFFEE,KGS,10369,SRI LANKA DSR,37674,0.289087
A2,COFFEE,KGS,10397,THAILAND,1830,0.022115
A2,COFFEE,KGS,10437,VIETNAM SOC REP,854139,4.857956
A2,COFFEE,KGS,11025,BAHARAIN IS,46016,0.162472
A2,COFFEE,KGS,11207,JORDAN,6085849,22.617063
A2,COFFEE,KGS,11219,KUWAIT,4300078,16.144559
A2,COFFEE,KGS,11225,LEBANON,249000,0.642827
A2,COFFEE,KGS,11301,OMAN,816767,2.329388
A2,COFFEE,KGS,11335,QATAR,108494,0.317345
A2,COFFEE,KGS,11351,SAUDI ARAB,3887167,12.9738
A2,COFFEE,KGS,11391,SYRIA,1514413,5.928301
A2,COFFEE,KGS,11419,U ARAB EMTS,2293551,9.69245
A2,COFFEE,KGS,11453,YEMEN REPUBLC,80000,0.021484
A2,COFFEE,KGS,12075,TAIWAN,1406652,7.145035
A2,COFFEE,KGS,12133,FR POLYNESIA,21284,0.17128
A2,COFFEE,KGS,12195,ISRAEL,2633820,6.940524
A2,COFFEE,KGS,12215,KOREA DP RP,28900,0.165195
A2,COFFEE,KGS,12247,MALDIVES,1209,0.004509
A2,COFFEE,KGS,13019,AUSTRIA,652679,1.527967
A2,COFFEE,KGS,13033,BELGIUM,12194605,41.756251
A2,COFFEE,KGS,13101,DENMARK,810088,2.247342
A2,COFFEE,KGS,13125,FINLAND,2586096,14.376636
A2,COFFEE,KGS,13129,FRANCE,2103891,9.037417
A2,COFFEE,KGS,13147,GERMANY,46947665,79.701633
